"respondent_id","h1n1_vaccine","seasonal_vaccine"
26707,0.0892433189261582,0.185273159144893
26708,0.0892433189261582,0.13055704338511
26709,0.371794871794872,0.791304347826087
26710,0.362275449101796,0.748267898383372
26711,0.0892433189261582,0.750809061488673
26712,0.707317073170732,0.791304347826087
26713,0.281883194278903,0.718518518518519
26714,0.0892433189261582,0.13055704338511
26715,0.0892433189261582,0.13055704338511
26716,0.0892433189261582,0.791304347826087
26717,0.0892433189261582,0.44
26718,0.0892433189261582,0.259654889071487
26719,0.0892433189261582,0.836752702404589
26720,0.0892433189261582,0.27027027027027
26721,0.620253164556962,0.836752702404589
26722,0.0892433189261582,0.13055704338511
26723,0.724832214765101,0.836752702404589
26724,0.0892433189261582,0.698940998487141
26725,0.0892433189261582,0.13055704338511
26726,0.0892433189261582,0.13055704338511
26727,0.0892433189261582,0.791304347826087
26728,0.16688567674113,0.4375
26729,0.0892433189261582,0.13055704338511
26730,0.0892433189261582,0.13055704338511
26731,0.0892433189261582,0.205194805194805
26732,0.281883194278903,0.262081784386617
26733,0.724832214765101,0.836752702404589
26734,0.724832214765101,0.32
26735,0.0892433189261582,0.346153846153846
26736,0.0892433189261582,0.13055704338511
26737,0.0892433189261582,0.13055704338511
26738,0.613636363636364,0.748267898383372
26739,0.0892433189261582,0.13055704338511
26740,0.0892433189261582,0.13055704338511
26741,0.0892433189261582,0.836752702404589
26742,0.0892433189261582,0.13055704338511
26743,0.0892433189261582,0.327272727272727
26744,0.0892433189261582,0.791304347826087
26745,0.16688567674113,0.836752702404589
26746,0.329268292682927,0.307692307692308
26747,0.0892433189261582,0.13055704338511
26748,0.16688567674113,0.13055704338511
26749,0.0892433189261582,0.649425287356322
26750,0.368421052631579,0.748267898383372
26751,0.401515151515151,0.750809061488673
26752,0.0892433189261582,0.13055704338511
26753,0.16688567674113,0.693877551020408
26754,0.0892433189261582,0.262081784386617
26755,0.0892433189261582,0.325757575757576
26756,0.0892433189261582,0.13055704338511
26757,0.712962962962963,0.748267898383372
26758,0.281883194278903,0.836752702404589
26759,0.0892433189261582,0.13055704338511
26760,0.0892433189261582,0.13055704338511
26761,0.281883194278903,0.836752702404589
26762,0.0892433189261582,0.750809061488673
26763,0.724832214765101,0.836752702404589
26764,0.724832214765101,0.836752702404589
26765,0.16688567674113,0.689655172413793
26766,0.0892433189261582,0.13055704338511
26767,0.724832214765101,0.748267898383372
26768,0.0892433189261582,0.459459459459459
26769,0.0892433189261582,0.185273159144893
26770,0.16688567674113,0.748267898383372
26771,0.0892433189261582,0.205194805194805
26772,0.0892433189261582,0.6
26773,0.0892433189261582,0.181818181818182
26774,0.0892433189261582,0.262081784386617
26775,0.0892433189261582,0.346153846153846
26776,0.684210526315789,0.748267898383372
26777,0.0892433189261582,0.748267898383372
26778,0.16688567674113,0.259654889071487
26779,0.0892433189261582,0.714285714285714
26780,0.0892433189261582,0.836752702404589
26781,0.16688567674113,0.693877551020408
26782,0.0892433189261582,0.13055704338511
26783,0.0892433189261582,0.13055704338511
26784,0.0892433189261582,0.750809061488673
26785,0.366515837104072,0.748267898383372
26786,0.0892433189261582,0.13055704338511
26787,0.0892433189261582,0.698940998487141
26788,0.0892433189261582,0.836752702404589
26789,0.0892433189261582,0.262081784386617
26790,0.0892433189261582,0.13055704338511
26791,0.0892433189261582,0.13055704338511
26792,0.16688567674113,0.791304347826087
26793,0.0892433189261582,0.836752702404589
26794,0.724832214765101,0.836752702404589
26795,0.0892433189261582,0.836752702404589
26796,0.0892433189261582,0.13055704338511
26797,0.0892433189261582,0.748267898383372
26798,0.329268292682927,0.13055704338511
26799,0.736156351791531,0.828358208955224
26800,0.0892433189261582,0.836752702404589
26801,0.281883194278903,0.326086956521739
26802,0.0892433189261582,0.13055704338511
26803,0.0892433189261582,0.13055704338511
26804,0.0892433189261582,0.13055704338511
26805,0.0892433189261582,0.259654889071487
26806,0.0892433189261582,0.836752702404589
26807,0.736156351791531,0.791304347826087
26808,0.16688567674113,0.748267898383372
26809,0.724832214765101,0.657534246575342
26810,0.0892433189261582,0.13055704338511
26811,0.0892433189261582,0.13055704338511
26812,0.0892433189261582,0.791304347826087
26813,0.281883194278903,0.181818181818182
26814,0.0892433189261582,0.698940998487141
26815,0.0892433189261582,0.13055704338511
26816,0.16688567674113,0.259654889071487
26817,0.0892433189261582,0.693877551020408
26818,0.0892433189261582,0.259654889071487
26819,0.16289592760181,0.272727272727273
26820,0.0892433189261582,0.13055704338511
26821,0.0892433189261582,0.679245283018868
26822,0.0892433189261582,0.791304347826087
26823,0.281883194278903,0.262081784386617
26824,0.0892433189261582,0.718518518518519
