"respondent_id","h1n1_vaccine","seasonal_vaccine"
26707,0.148836667864136,0.329347428123091
26708,0.0878847469498721,0.16756196253624
26709,0.374483716249565,0.760872452780372
26710,0.442031496095795,0.707666509026505
26711,0.215572487807436,0.411861406192231
26712,0.383915698371453,0.75965710161429
26713,0.327467061586263,0.56731249631325
26714,0.145292446650173,0.235431590573575
26715,0.0970152137308347,0.19535227247818
26716,0.173904886310232,0.729708254609046
26717,0.108175940399171,0.455501973963018
26718,0.17210377352161,0.401546920074397
26719,0.13089799801754,0.807460509637538
26720,0.106428760448932,0.291012078002979
26721,0.443881320836725,0.584447984755813
26722,0.093193611249272,0.223858186200578
26723,0.587183443530581,0.821248049685256
26724,0.150815024817493,0.691898546202926
26725,0.0881515527256946,0.207864609080603
26726,0.0885452397953349,0.177913223295676
26727,0.17286940273227,0.767032521884716
26728,0.183369946520803,0.418465423257345
26729,0.100556583526917,0.273146879698608
26730,0.0895659870203979,0.23756635609225
26731,0.0845012270859559,0.311326557490069
26732,0.162543843086934,0.238587444755326
26733,0.644110290609153,0.821929435185986
26734,0.593087937546804,0.460226063689595
26735,0.142658463519151,0.440487975824635
26736,0.127960308188201,0.250647640852602
26737,0.0980351227617401,0.195236870076594
26738,0.549222024006982,0.73658547927442
26739,0.129128113049051,0.237464247964603
26740,0.188133086646638,0.208483808347678
26741,0.202902346465963,0.81082090038399
26742,0.107218730377412,0.295106966452971
26743,0.112338074968345,0.310838437042179
26744,0.11764069896207,0.593624657979019
26745,0.221366088266621,0.760173838154184
26746,0.213836931994134,0.388515663104969
26747,0.11135849962345,0.318879970697882
26748,0.170685957335727,0.206564538813652
26749,0.10740200776312,0.527931258456739
26750,0.484726899717952,0.739592010276488
26751,0.344514257650478,0.576516528171626
26752,0.120456483481831,0.22413486702401
26753,0.178861471564036,0.554056316801354
26754,0.134495704210653,0.341496484983387
26755,0.112618899367716,0.42528532166905
26756,0.0845067051218959,0.146517363916076
26757,0.424800120792223,0.592649048146929
26758,0.40410393688299,0.710571209208891
26759,0.109849732767326,0.260284890141232
26760,0.0847554798223235,0.19703101044803
26761,0.251388948488836,0.670400933610926
26762,0.131946172306976,0.599447095715443
26763,0.651448949522176,0.810963284067652
26764,0.694264748746008,0.84951135457913
26765,0.177142433815299,0.620723891858302
26766,0.141582411627814,0.240401491674633
26767,0.602910125989977,0.697522142837013
26768,0.112641231145449,0.441789264353313
26769,0.170347197357673,0.376846458361645
26770,0.154248249909275,0.602315491188564
26771,0.109306805514015,0.255137157906877
26772,0.133763747791477,0.41594677198615
26773,0.0900876995131515,0.378302043274784
26774,0.094036439608021,0.303063891692485
26775,0.13082624966874,0.45870978001492
26776,0.462711005164151,0.623864050363792
26777,0.156470731544775,0.691368328884663
26778,0.150428136295791,0.252372407066274
26779,0.119828946287004,0.563029200464322
26780,0.196836438084861,0.813011728730666
26781,0.11036678147539,0.423551061346821
26782,0.100140078650757,0.289924227511826
26783,0.112965979631672,0.305323976301751
26784,0.182314644875627,0.623376957834212
26785,0.383734763247069,0.566842259790435
26786,0.17041479836168,0.277981956572701
26787,0.106225434736663,0.572591258659727
26788,0.121607007780065,0.793906535952075
26789,0.0882639343462925,0.32437800351394
26790,0.123048444058263,0.252637547375571
26791,0.12469215436339,0.222734988207572
26792,0.204880802541084,0.660030499745248
26793,0.212814763348705,0.795885062293831
26794,0.68132997703285,0.798663654562303
26795,0.104475453724729,0.758126445507769
26796,0.0870178679548888,0.161116658895203
26797,0.168968246277864,0.555703287765476
26798,0.288806797938974,0.256359939388863
26799,0.398788078632366,0.590610561633683
26800,0.106369725834447,0.807224034720294
26801,0.269855718754645,0.319146110379603
26802,0.117302425445979,0.23619125190263
26803,0.106376190496735,0.244874657786981
26804,0.109190843911629,0.175040082272102
26805,0.113050139909935,0.244092724143247
26806,0.163429710500071,0.794005460681666
26807,0.473318715413148,0.737978888065177
26808,0.215240258161909,0.611816390821935
26809,0.471892119244387,0.379471254913931
26810,0.105722001453735,0.196410007185946
26811,0.115641315268072,0.233058291590895
26812,0.113086326916874,0.7000535460522
26813,0.289469425481314,0.478404229752372
26814,0.0973060425513887,0.583044092115639
26815,0.0981964817409555,0.173027517065173
26816,0.145548962529516,0.275962896978397
26817,0.115372388488055,0.644027613869088
26818,0.127112780874692,0.298707362186156
26819,0.231792479002136,0.354739668983936
26820,0.106360157221725,0.218601687900391
26821,0.162030535314797,0.526281680240495
26822,0.212988824741531,0.664397604074489
26823,0.26959961480586,0.46677147162869
26824,0.0994717073000107,0.556861047482986
26825,0.353220316328651,0.702505471345413
26826,0.146593942456961,0.602352919038316
26827,0.113152709828822,0.231382507654003
26828,0.366963826685639,0.620352577270612
26829,0.481601137510351,0.811903745534233
26830,0.0896740425755198,0.684561955617715
26831,0.160154201132016,0.678670838639335
26832,0.127042255349026,0.766119279252842
26833,0.0849419699647457,0.511526009895536
26834,0.209825597276277,0.640441330835567
26835,0.452621788210594,0.795606893741796
26836,0.165997562576163,0.602589966906838
26837,0.124784921938129,0.153764837698457
26838,0.109249073645897,0.43746143185655
26839,0.153854391289301,0.360265794600975
26840,0.13010175781886,0.21992209555373
26841,0.358494359196469,0.684060237887361
26842,0.111421296908336,0.296073736793791
26843,0.0987160177761968,0.149257073145556
26844,0.122852276600674,0.395609147199462
26845,0.119383530817215,0.597858031312577
26846,0.11376332116087,0.651990287280881
26847,0.324593973634332,0.243417849276376
