"respondent_id","h1n1_vaccine","seasonal_vaccine"
26707,0.153266496061145,0.356647558052108
26708,0.146084488369278,0.245794251653593
26709,0.217294212384051,0.645601540467729
26710,0.346634883449881,0.65832755596042
26711,0.241618057587541,0.508441834635371
26712,0.315241149341044,0.67592834357737
26713,0.290637458302108,0.514732878798947
26714,0.152659081983562,0.277608620484121
26715,0.14208886348746,0.293519495973954
26716,0.156299375016799,0.661769432308525
26717,0.138571521843926,0.454351961679858
26718,0.167599413128008,0.400817303424238
26719,0.169992152058422,0.688456268835597
26720,0.156299375016799,0.37604340207017
26721,0.378821638524549,0.594166168006162
26722,0.152123124292155,0.259761665385658
26723,0.464159529386492,0.70627330993946
26724,0.156299375016799,0.59239637166214
26725,0.146084488369278,0.263580104354171
26726,0.148462259199357,0.267946605278243
26727,0.168866812566152,0.663286555105454
26728,0.177582019613164,0.439513117062003
26729,0.146084488369278,0.322995819617487
26730,0.146084488369278,0.329951256261489
26731,0.138411160087962,0.277804548633584
26732,0.232936238489934,0.356674126937675
26733,0.548279959938062,0.720994818555553
26734,0.494583503239758,0.533336720701784
26735,0.156299375016799,0.418162927128705
26736,0.156299375016799,0.306451119210375
26737,0.146084488369278,0.234273033320661
26738,0.403655459591392,0.671256378251576
26739,0.156299375016799,0.306915626197116
26740,0.165322159531648,0.266919282799317
26741,0.180386111556528,0.697971522280326
26742,0.156299375016799,0.357793515238323
26743,0.148462259199357,0.369008784135803
26744,0.152123124292155,0.604290422846027
26745,0.16994945725244,0.70812348885275
26746,0.218720128844891,0.454519827028837
26747,0.156299375016799,0.336508444986243
26748,0.176709134171381,0.262421772516538
26749,0.158982572364898,0.507420452450055
26750,0.372854955462187,0.671107259874162
26751,0.280166555660296,0.547331747712553
26752,0.146084488369278,0.232096409878487
26753,0.17723917479929,0.544628477955391
26754,0.167850752581764,0.391323044713923
26755,0.153583932429268,0.350340005058833
26756,0.138571521843926,0.210825902224661
26757,0.352421984294722,0.601098440946829
26758,0.335864117019344,0.676510450485348
26759,0.14208886348746,0.301853301193401
26760,0.138571521843926,0.222242862472874
26761,0.248929028333745,0.649272790992101
26762,0.157852886080851,0.553626078410062
26763,0.533597284611804,0.733884203830473
26764,0.561537647166677,0.731936313745479
26765,0.170555438117132,0.455613787958081
26766,0.166222643903558,0.304087361525028
26767,0.488728435883385,0.611381292642953
26768,0.148365723876327,0.46872568450966
26769,0.165084553510862,0.344076500230233
26770,0.183602494893233,0.581910787001717
26771,0.146084488369278,0.299182895512719
26772,0.146084488369278,0.443030359083598
26773,0.148365723876327,0.456048924648863
26774,0.142773475692496,0.35175235651579
26775,0.156299375016799,0.425745446112182
26776,0.417176106645646,0.649785936559999
26777,0.159968461796314,0.650777326844687
26778,0.172693357671756,0.347006462010817
26779,0.156299375016799,0.527583234779687
26780,0.181280447344061,0.728679869456283
26781,0.157328697481476,0.374593107837081
26782,0.146084488369278,0.351192851323485
26783,0.146084488369278,0.332779363468351
26784,0.205518600833906,0.566961909734936
26785,0.348209532335126,0.666628233242539
26786,0.166222643903558,0.32296662117696
26787,0.156299375016799,0.50105245677075
26788,0.169622816446464,0.684094203937035
26789,0.148365723876327,0.35874848397617
26790,0.146084488369278,0.326010385199639
26791,0.146084488369278,0.292345770431191
26792,0.179331279988092,0.615253965827415
26793,0.158879272269479,0.695389992329098
26794,0.507929008479608,0.706446709027836
26795,0.142533380670651,0.683801810664418
26796,0.146084488369278,0.223336142962686
26797,0.19384807935889,0.551140492061544
26798,0.204814725144089,0.331219174404991
26799,0.399791735241283,0.618938367324338
26800,0.153406964115775,0.712955430974103
26801,0.238271779157221,0.419510505949645
26802,0.156299375016799,0.273902126982591
26803,0.156299375016799,0.306041147367257
26804,0.146084488369278,0.257225037831728
26805,0.146084488369278,0.320113528137337
26806,0.158982572364898,0.686210782888039
26807,0.390781597003288,0.701095579334815
26808,0.185214824359774,0.594887385834959
26809,0.424801369971925,0.433716152161361
26810,0.152123124292155,0.289946991850122
26811,0.156299375016799,0.256304872254371
26812,0.153583932429268,0.63672611973345
26813,0.271650819822434,0.50380830002649
26814,0.14208886348746,0.497442842521114
26815,0.146084488369278,0.264029085399626
26816,0.15958803267518,0.358110410041184
26817,0.156299375016799,0.526841018714806
26818,0.156299375016799,0.343211421163064
26819,0.198282419367023,0.408859014826952
26820,0.156299375016799,0.311453978338911
26821,0.156299375016799,0.487771486054442
26822,0.155284029761336,0.615661950248102
26823,0.258273780692387,0.427982490568112
26824,0.147831602201091,0.507291423989001
26825,0.260290861715999,0.583289174829247
26826,0.152123124292155,0.534737330220276
