"respondent_id","h1n1_vaccine","seasonal_vaccine"
26707,0.241465621252932,0.270389038073274
26708,0.113259127756735,0.116536701012269
26709,0.591166959956354,0.774457968468837
26710,0.339645285580862,0.812045218144681
26711,0.255441842279791,0.398330825373623
26712,0.538186560925347,0.854113049732769
26713,0.479548221504211,0.533629542917263
26714,0.201879477696294,0.211544810338339
26715,0.11762598156668,0.180310189475034
26716,0.197597326976804,0.824462219427033
26717,0.107825886760664,0.474254714692419
26718,0.305714815903633,0.421571753767096
26719,0.148911839072272,0.880607337589496
26720,0.157581320460515,0.326847688889308
26721,0.356316290030479,0.549965741524979
26722,0.133230623549116,0.165144663367503
26723,0.73990493613293,0.827773185849881
26724,0.159192977538102,0.694902680900017
26725,0.122331989498006,0.16141083961812
26726,0.103744976379274,0.102063055750991
26727,0.244412537601592,0.804107399977108
26728,0.218104452559547,0.373871901336401
26729,0.124299024066796,0.233664123243489
26730,0.115447569281485,0.233664123243489
26731,0.115480754843237,0.260973187558667
26732,0.166372435480843,0.212628795457229
26733,0.876077347199334,0.890159428710634
26734,0.82787234318788,0.430062754039304
26735,0.174693228968823,0.455172947051469
26736,0.170203703999909,0.16763729957116
26737,0.151550704328745,0.156008152028098
26738,0.746660388974583,0.794250074240578
26739,0.142993114007575,0.233664123243489
26740,0.243252239621838,0.150954727009312
26741,0.264542370815811,0.863026907365377
26742,0.19505525381352,0.390059933474663
26743,0.116175421422499,0.37605143523431
26744,0.14014155450381,0.720472807994663
26745,0.172369009004095,0.863097270802459
26746,0.534908862951475,0.373387989160685
26747,0.173255586990902,0.315814488618396
26748,0.215434838266796,0.117215687193936
26749,0.142991345017951,0.524273114944733
26750,0.573261142197324,0.812045218144681
26751,0.374282475357551,0.552441635085818
26752,0.113860609858415,0.111824897231668
26753,0.258271387036394,0.634089695043395
26754,0.21079450172169,0.388074795959999
26755,0.118436607412032,0.236248465218761
26756,0.109780108636547,0.111315365380662
26757,0.592480598761615,0.597293645357613
26758,0.714956022444347,0.833178488470683
26759,0.115648295326735,0.211468177266102
26760,0.106035208083322,0.11567305171863
26761,0.21707453238356,0.722140042702561
26762,0.142794261499178,0.803343536943321
26763,0.868896568467089,0.889931368328331
