"respondent_id","h1n1_vaccine","seasonal_vaccine"
26707,0.130434782608696,0.347826086956522
26708,0,0.0869565217391304
26709,0.434782608695652,0.91304347826087
26710,0.521739130434783,0.652173913043478
26711,0.173913043478261,0.304347826086957
26712,0.434782608695652,0.782608695652174
26713,0.478260869565217,0.695652173913043
26714,0.130434782608696,0.260869565217391
26715,0.0434782608695652,0.130434782608696
26716,0.260869565217391,0.739130434782609
26717,0.0869565217391304,0.565217391304348
26718,0.130434782608696,0.304347826086957
26719,0.0869565217391304,0.956521739130435
26720,0.0434782608695652,0.260869565217391
26721,0.521739130434783,0.565217391304348
26722,0,0.260869565217391
26723,0.782608695652174,0.956521739130435
26724,0.217391304347826,0.782608695652174
26725,0,0.217391304347826
26726,0,0.0869565217391304
26727,0.130434782608696,0.91304347826087
26728,0.217391304347826,0.304347826086957
26729,0.0434782608695652,0.260869565217391
26730,0,0.173913043478261
26731,0,0.391304347826087
26732,0.0869565217391304,0.0869565217391304
26733,0.652173913043478,0.91304347826087
26734,0.739130434782609,0.347826086956522
26735,0.173913043478261,0.521739130434783
26736,0.130434782608696,0.260869565217391
26737,0.0434782608695652,0.173913043478261
26738,0.782608695652174,0.826086956521739
26739,0.130434782608696,0.173913043478261
26740,0.260869565217391,0.173913043478261
26741,0.260869565217391,0.91304347826087
26742,0.0434782608695652,0.217391304347826
26743,0.0869565217391304,0.173913043478261
26744,0.0869565217391304,0.521739130434783
26745,0.347826086956522,0.782608695652174
26746,0.173913043478261,0.260869565217391
26747,0.0434782608695652,0.434782608695652
26748,0.173913043478261,0.173913043478261
26749,0.0434782608695652,0.521739130434783
26750,0.608695652173913,0.739130434782609
26751,0.434782608695652,0.608695652173913
26752,0.130434782608696,0.304347826086957
26753,0.217391304347826,0.521739130434783
26754,0.0869565217391304,0.260869565217391
26755,0.0434782608695652,0.521739130434783
26756,0,0.0434782608695652
26757,0.608695652173913,0.565217391304348
26758,0.565217391304348,0.695652173913043
26759,0.0869565217391304,0.304347826086957
26760,0,0.217391304347826
26761,0.217391304347826,0.565217391304348
26762,0.0869565217391304,0.565217391304348
26763,0.782608695652174,0.869565217391304
26764,0.826086956521739,1
26765,0.217391304347826,0.782608695652174
26766,0.0869565217391304,0.217391304347826
26767,0.652173913043478,0.869565217391304
26768,0.0869565217391304,0.391304347826087
26769,0.173913043478261,0.608695652173913
26770,0.0869565217391304,0.652173913043478
26771,0.0869565217391304,0.173913043478261
26772,0.173913043478261,0.434782608695652
26773,0,0.347826086956522
26774,0,0.217391304347826
26775,0.130434782608696,0.521739130434783
26776,0.608695652173913,0.608695652173913
26777,0.217391304347826,0.608695652173913
26778,0.130434782608696,0.217391304347826
26779,0.0869565217391304,0.565217391304348
26780,0.173913043478261,0.869565217391304
26781,0,0.478260869565217
26782,0.0434782608695652,0.304347826086957
26783,0.0869565217391304,0.304347826086957
26784,0.130434782608696,0.521739130434783
26785,0.478260869565217,0.217391304347826
26786,0.173913043478261,0.304347826086957
26787,0.0434782608695652,0.608695652173913
26788,0.0434782608695652,0.91304347826087
26789,0,0.347826086956522
26790,0.130434782608696,0.217391304347826
26791,0.130434782608696,0.173913043478261
26792,0.304347826086957,0.739130434782609
26793,0.391304347826087,0.869565217391304
26794,0.91304347826087,0.91304347826087
26795,0.0434782608695652,0.782608695652174
26796,0,0.0869565217391304
26797,0.173913043478261,0.608695652173913
26798,0.347826086956522,0.173913043478261
26799,0.173913043478261,0.434782608695652
26800,0.0434782608695652,0.91304347826087
26801,0.434782608695652,0.217391304347826
26802,0.0869565217391304,0.217391304347826
26803,0.0434782608695652,0.217391304347826
26804,0.0869565217391304,0.0869565217391304
26805,0.0869565217391304,0.173913043478261
26806,0.260869565217391,0.869565217391304
26807,0.521739130434783,0.739130434782609
26808,0.260869565217391,0.521739130434783
26809,0.478260869565217,0.434782608695652
26810,0.0434782608695652,0.0869565217391304
26811,0.0869565217391304,0.304347826086957
26812,0.0434782608695652,0.782608695652174
26813,0.304347826086957,0.434782608695652
26814,0.0434782608695652,0.565217391304348
26815,0.0434782608695652,0.0869565217391304
26816,0.130434782608696,0.260869565217391
26817,0.0434782608695652,0.739130434782609
26818,0.0869565217391304,0.347826086956522
26819,0.347826086956522,0.391304347826087
26820,0.0434782608695652,0.130434782608696
26821,0.260869565217391,0.608695652173913
26822,0.304347826086957,0.695652173913043
26823,0.347826086956522,0.565217391304348
26824,0.0434782608695652,0.478260869565217
26825,0.565217391304348,0.869565217391304
26826,0.173913043478261,0.652173913043478
26827,0.0869565217391304,0.130434782608696
26828,0.260869565217391,0.304347826086957
26829,0.695652173913043,0.869565217391304
26830,0,0.782608695652174
26831,0.173913043478261,0.695652173913043
26832,0,0.91304347826087
26833,0,0.434782608695652
26834,0.130434782608696,0.782608695652174
26835,0.695652173913043,0.869565217391304
26836,0.173913043478261,0.608695652173913
26837,0,0.0434782608695652
26838,0.0434782608695652,0.565217391304348
26839,0,0.347826086956522
26840,0.130434782608696,0.173913043478261
26841,0.521739130434783,0.869565217391304
26842,0.0869565217391304,0.391304347826087
26843,0.0434782608695652,0.0434782608695652
26844,0.0869565217391304,0.391304347826087
26845,0.0869565217391304,0.521739130434783
26846,0.0869565217391304,0.521739130434783
26847,0.434782608695652,0.173913043478261
26848,0.217391304347826,0.739130434782609
26849,0.173913043478261,0.608695652173913
26850,0.652173913043478,0.869565217391304
26851,0,0
26852,0,0.0869565217391304
26853,0.260869565217391,0.478260869565217
26854,0.0434782608695652,0.0869565217391304
26855,0.739130434782609,0.782608695652174
26856,0.0869565217391304,0.217391304347826
26857,0.521739130434783,0.391304347826087
26858,0.130434782608696,0.130434782608696
26859,0.0869565217391304,0.260869565217391
26860,0,0.0434782608695652
26861,0.130434782608696,0.130434782608696
26862,0.130434782608696,0.304347826086957
26863,0.347826086956522,0.695652173913043
26864,0.304347826086957,0.304347826086957
26865,0.0869565217391304,0.0869565217391304
26866,0.173913043478261,0.565217391304348
26867,0.0869565217391304,0.130434782608696
26868,0.521739130434783,0.782608695652174
26869,0.130434782608696,0.260869565217391
26870,0.521739130434783,0.826086956521739
26871,0.0869565217391304,0.0434782608695652
26872,0.0869565217391304,0.521739130434783
26873,0.130434782608696,0.869565217391304
26874,0.0869565217391304,0.304347826086957
26875,0.695652173913043,0.869565217391304
26876,0.173913043478261,0.217391304347826
26877,0.0434782608695652,0.304347826086957
26878,0.173913043478261,0.652173913043478
26879,0.0434782608695652,0.260869565217391
26880,0.173913043478261,0.304347826086957
26881,0,0.0434782608695652
26882,0.0869565217391304,0.217391304347826
26883,0.130434782608696,0.173913043478261
26884,0.130434782608696,0.347826086956522
26885,0.130434782608696,0.304347826086957
26886,0.130434782608696,0.652173913043478
26887,0.652173913043478,0.739130434782609
26888,0.826086956521739,1
26889,0.0434782608695652,0.217391304347826
26890,0.130434782608696,0.521739130434783
26891,0.391304347826087,0.782608695652174
26892,0.130434782608696,0.652173913043478
26893,0.0434782608695652,0.173913043478261
26894,0.217391304347826,0.347826086956522
26895,0,0.739130434782609
26896,0.0869565217391304,0.0869565217391304
26897,0,0.521739130434783
26898,0.130434782608696,0.130434782608696
26899,0.0869565217391304,0.0869565217391304
26900,0.0434782608695652,0
26901,0.0434782608695652,0.304347826086957
26902,0.0869565217391304,0.869565217391304
26903,0.0869565217391304,0.347826086956522
26904,0.0869565217391304,0.391304347826087
26905,0.391304347826087,0.91304347826087
26906,0,0.434782608695652
26907,0,0.434782608695652
26908,0.130434782608696,0.782608695652174
26909,0.0434782608695652,0.304347826086957
26910,0.130434782608696,0.521739130434783
26911,0.0869565217391304,0.130434782608696
26912,0.565217391304348,0.91304347826087
26913,0.608695652173913,0.478260869565217
26914,0.0869565217391304,0.304347826086957
26915,0.173913043478261,0.739130434782609
26916,0.0869565217391304,0.347826086956522
26917,0,0
26918,0.391304347826087,0.826086956521739
26919,0.347826086956522,0.608695652173913
26920,0.0869565217391304,0.173913043478261
26921,0.217391304347826,0.91304347826087
26922,0.0869565217391304,0.521739130434783
26923,0.130434782608696,0.565217391304348
26924,0.652173913043478,0.782608695652174
26925,0.0869565217391304,0.608695652173913
26926,0.173913043478261,0.521739130434783
26927,0.304347826086957,0.434782608695652
26928,0.0434782608695652,0.521739130434783
26929,0.0869565217391304,0.217391304347826
26930,0.608695652173913,0.91304347826087
26931,0.0869565217391304,0.434782608695652
26932,0.0869565217391304,0.91304347826087
26933,0,0.521739130434783
26934,0.608695652173913,0.782608695652174
26935,0.173913043478261,0.565217391304348
26936,0.695652173913043,0.304347826086957
26937,0.217391304347826,0.869565217391304
26938,0.0869565217391304,0.173913043478261
26939,0.0434782608695652,0.130434782608696
26940,0.0434782608695652,0.260869565217391
26941,0.130434782608696,0.391304347826087
26942,0.478260869565217,0.695652173913043
26943,0.130434782608696,0.608695652173913
26944,0,0.0869565217391304
26945,0.130434782608696,0.347826086956522
26946,0.130434782608696,0.782608695652174
26947,0.173913043478261,0.652173913043478
26948,0.0434782608695652,0.173913043478261
26949,0,0.217391304347826
26950,0.0869565217391304,0.478260869565217
26951,0.0434782608695652,0.217391304347826
26952,0.652173913043478,0.956521739130435
26953,0.91304347826087,0.91304347826087
26954,0.173913043478261,0.260869565217391
26955,0.173913043478261,0.608695652173913
26956,0.130434782608696,0.347826086956522
26957,0,0.869565217391304
26958,0.217391304347826,0.739130434782609
26959,0.130434782608696,0.304347826086957
26960,0.0869565217391304,0.0434782608695652
26961,0.0869565217391304,0.304347826086957
26962,0.173913043478261,0.739130434782609
26963,0.130434782608696,0.260869565217391
26964,0.130434782608696,0.217391304347826
26965,0.695652173913043,1
26966,0,0.0434782608695652
26967,0,0.434782608695652
26968,0.0869565217391304,0.826086956521739
26969,0.0434782608695652,0.173913043478261
26970,0.695652173913043,0.608695652173913
26971,0,0
26972,0,0
26973,0.0869565217391304,0.173913043478261
26974,0.0869565217391304,0.173913043478261
26975,0,0.652173913043478
26976,0.565217391304348,0.739130434782609
26977,0.130434782608696,0.391304347826087
26978,0,0.652173913043478
26979,0.347826086956522,0.739130434782609
26980,0,0.130434782608696
26981,0.0869565217391304,0.695652173913043
26982,0.652173913043478,0.956521739130435
26983,0.0869565217391304,0.521739130434783
26984,0.0869565217391304,0.130434782608696
26985,0.0434782608695652,0
26986,0,0.217391304347826
26987,0.0434782608695652,0.217391304347826
26988,0.0434782608695652,0.0869565217391304
26989,0.217391304347826,0.739130434782609
26990,0,0.173913043478261
26991,0.391304347826087,0.217391304347826
26992,0.478260869565217,0.260869565217391
26993,0.130434782608696,0.826086956521739
26994,0.0869565217391304,0.304347826086957
26995,0.130434782608696,0.608695652173913
26996,0.217391304347826,0.347826086956522
26997,0,0.217391304347826
26998,0,0.0434782608695652
26999,0.391304347826087,0.826086956521739
27000,0.130434782608696,0.434782608695652
27001,0.0869565217391304,0.782608695652174
27002,0,0.260869565217391
27003,0,0.0434782608695652
27004,0.0434782608695652,0.304347826086957
27005,0.521739130434783,0.565217391304348
27006,0.826086956521739,0.91304347826087
27007,0,0.0869565217391304
27008,0.173913043478261,0.0869565217391304
27009,0.0434782608695652,0.217391304347826
27010,0.0869565217391304,0.173913043478261
27011,0.130434782608696,0.217391304347826
27012,0.347826086956522,0.652173913043478
27013,0.0434782608695652,0.304347826086957
27014,0.0434782608695652,0.391304347826087
27015,0.0434782608695652,0.304347826086957
27016,0.260869565217391,0.478260869565217
27017,0.304347826086957,0.869565217391304
27018,0,0.347826086956522
27019,0.91304347826087,0.91304347826087
27020,0.173913043478261,0.173913043478261
27021,0.0869565217391304,0.217391304347826
27022,0.260869565217391,0.521739130434783
27023,0.130434782608696,0.217391304347826
27024,0.173913043478261,0.521739130434783
27025,0.0869565217391304,0.0869565217391304
27026,0.130434782608696,0.652173913043478
27027,0.130434782608696,0.91304347826087
27028,0.347826086956522,0.826086956521739
27029,0,0.130434782608696
27030,0.130434782608696,0.304347826086957
27031,0.304347826086957,0.869565217391304
27032,0.0434782608695652,0.565217391304348
27033,0.391304347826087,0.434782608695652
27034,0.0434782608695652,0.695652173913043
27035,0.130434782608696,0.260869565217391
27036,0.173913043478261,0.695652173913043
27037,0.608695652173913,0.521739130434783
27038,0.0869565217391304,0
27039,0.782608695652174,0.91304347826087
27040,0.304347826086957,0.260869565217391
27041,0.0434782608695652,0.695652173913043
27042,0.0434782608695652,0.521739130434783
27043,0.391304347826087,0.739130434782609
27044,0,0.0869565217391304
27045,0.0869565217391304,0.695652173913043
27046,0.0434782608695652,0.217391304347826
27047,0.521739130434783,0.304347826086957
27048,0.0434782608695652,0.478260869565217
27049,0.173913043478261,0.826086956521739
27050,0.130434782608696,0.521739130434783
27051,0,0.347826086956522
27052,0.217391304347826,0.478260869565217
27053,0.782608695652174,0.869565217391304
27054,0.173913043478261,0.0869565217391304
27055,0.173913043478261,0.826086956521739
27056,0,0.0434782608695652
27057,0.0434782608695652,0.0869565217391304
27058,0.782608695652174,0.91304347826087
27059,0.0434782608695652,0.130434782608696
27060,0,0.260869565217391
27061,0.130434782608696,0.434782608695652
27062,0.0869565217391304,0.391304347826087
27063,0.0434782608695652,0.391304347826087
27064,0.260869565217391,0.695652173913043
27065,0.130434782608696,0.695652173913043
27066,0.0434782608695652,0.521739130434783
27067,0.478260869565217,0.652173913043478
27068,0.826086956521739,0.782608695652174
27069,0.695652173913043,0.826086956521739
27070,0.0434782608695652,0.0434782608695652
27071,0.130434782608696,0
27072,0.130434782608696,0.782608695652174
27073,0,0.782608695652174
27074,0.0434782608695652,0.260869565217391
27075,0.739130434782609,0.826086956521739
27076,0.347826086956522,0.826086956521739
27077,0.0869565217391304,0.0869565217391304
27078,0.0434782608695652,0.478260869565217
27079,0.217391304347826,0.869565217391304
27080,0.0869565217391304,0
27081,0.0869565217391304,0.739130434782609
27082,0.173913043478261,0.0869565217391304
27083,0.130434782608696,0.217391304347826
27084,0.695652173913043,0.652173913043478
27085,0.130434782608696,0.0434782608695652
27086,0,0.347826086956522
27087,0.130434782608696,0.434782608695652
27088,0.434782608695652,0.608695652173913
27089,0.260869565217391,0.304347826086957
27090,0.0869565217391304,0.695652173913043
27091,0.347826086956522,0.826086956521739
27092,0.173913043478261,0.260869565217391
27093,0.130434782608696,0.304347826086957
27094,0.0434782608695652,0
27095,0.0869565217391304,0.608695652173913
27096,0.0434782608695652,0.304347826086957
27097,0.565217391304348,0.608695652173913
27098,0.869565217391304,0.695652173913043
27099,0.260869565217391,0.521739130434783
27100,0.260869565217391,0.652173913043478
27101,0,0.565217391304348
27102,0.217391304347826,0.521739130434783
27103,0.0434782608695652,0.0434782608695652
27104,0.217391304347826,0.565217391304348
27105,0.130434782608696,0.521739130434783
27106,0.304347826086957,0.739130434782609
27107,0.434782608695652,0.565217391304348
27108,0.347826086956522,0.347826086956522
27109,0.130434782608696,0.173913043478261
27110,0.173913043478261,0.217391304347826
27111,0,0.260869565217391
27112,0.304347826086957,0.521739130434783
27113,0.0869565217391304,0.260869565217391
27114,0.0434782608695652,0.217391304347826
27115,0.434782608695652,0.826086956521739
27116,0.0869565217391304,0.91304347826087
27117,0.0434782608695652,0.173913043478261
27118,0.0434782608695652,0.608695652173913
27119,0.0869565217391304,0.304347826086957
27120,0.130434782608696,1
27121,0.130434782608696,0.608695652173913
27122,0,0.521739130434783
27123,0.0434782608695652,0.130434782608696
27124,0.0434782608695652,0.304347826086957
27125,0.0869565217391304,0.173913043478261
27126,0.304347826086957,0.0869565217391304
27127,0,0.0869565217391304
27128,0.0869565217391304,0.260869565217391
27129,0.478260869565217,0.521739130434783
27130,0.0869565217391304,0.217391304347826
27131,0.0434782608695652,0.173913043478261
27132,0.608695652173913,0.869565217391304
27133,0.0869565217391304,0.391304347826087
27134,0.565217391304348,0.695652173913043
27135,0.260869565217391,0.739130434782609
27136,0.0434782608695652,0.521739130434783
27137,0.0869565217391304,0.391304347826087
27138,0.130434782608696,0.304347826086957
27139,0.130434782608696,0.130434782608696
27140,0.695652173913043,0.826086956521739
27141,0.652173913043478,0.739130434782609
27142,0.0869565217391304,0.260869565217391
27143,0,0.217391304347826
27144,0,0.0434782608695652
27145,0.391304347826087,0.695652173913043
27146,0.0869565217391304,0.826086956521739
27147,0.0869565217391304,0.434782608695652
27148,0.260869565217391,0.434782608695652
27149,0.434782608695652,0.173913043478261
27150,0.260869565217391,0.826086956521739
27151,0.217391304347826,0.739130434782609
27152,0,0.260869565217391
27153,0.130434782608696,0.739130434782609
27154,0.782608695652174,0.91304347826087
27155,0,0.391304347826087
27156,0,0.391304347826087
27157,0.0434782608695652,0.478260869565217
27158,0.0434782608695652,0.217391304347826
27159,0,0.173913043478261
27160,0.130434782608696,0.521739130434783
27161,0.391304347826087,0.478260869565217
27162,0.130434782608696,0.826086956521739
27163,0.478260869565217,0.695652173913043
27164,0.434782608695652,0.217391304347826
27165,0.478260869565217,0.521739130434783
27166,0.173913043478261,0.260869565217391
27167,0.347826086956522,0.217391304347826
27168,0.173913043478261,0.608695652173913
27169,0.260869565217391,0.304347826086957
27170,0.434782608695652,0.782608695652174
27171,0.130434782608696,0.260869565217391
27172,0,0.869565217391304
27173,0.391304347826087,0.565217391304348
27174,0,0.217391304347826
27175,0.0434782608695652,0.304347826086957
27176,0.565217391304348,0.956521739130435
27177,0.826086956521739,0.956521739130435
27178,0.130434782608696,0.260869565217391
27179,0.173913043478261,0.391304347826087
27180,0.304347826086957,0.565217391304348
27181,0,0.782608695652174
27182,0.739130434782609,0.869565217391304
27183,0,0.565217391304348
27184,0.0434782608695652,0.608695652173913
27185,0.565217391304348,0.695652173913043
27186,0.130434782608696,0.739130434782609
27187,0.0434782608695652,0.173913043478261
27188,0.0434782608695652,0.434782608695652
27189,0.0869565217391304,0.478260869565217
27190,0.521739130434783,0.565217391304348
27191,0.260869565217391,0.782608695652174
27192,0.608695652173913,0.782608695652174
27193,0.0434782608695652,0.260869565217391
27194,0.0434782608695652,0.565217391304348
27195,0.0434782608695652,0.304347826086957
