"respondent_id","h1n1_vaccine","seasonal_vaccine"
26707,0.161153227552262,0.265481493618411
26708,0.0493397947755259,0.079332818365285
26709,0.503754893484195,0.789883805441539
26710,0.513795655081435,0.841391797338947
26711,0.271904764314721,0.461872356483009
26712,0.502451921214764,0.865116045753413
26713,0.256877325688304,0.586700259098831
26714,0.148564498807439,0.126263670496676
26715,0.0440007757607904,0.10060489094261
26716,0.122915459655014,0.835339988138849
26717,0.0439745261478114,0.419445954866117
26718,0.23758469437126,0.44173484657137
26719,0.114276569247989,0.864810217116678
26720,0.0665333336358844,0.216804107765263
26721,0.477306146084645,0.550571260501289
26722,0.0612082277049112,0.113687408477041
26723,0.680762783243131,0.875224990678952
26724,0.0844850533259783,0.730912515937665
26725,0.0487368277761639,0.0989477732281309
26726,0.0444461374162285,0.0837145331331664
26727,0.222995059651948,0.76659906856175
26728,0.180228912791517,0.536188024300718
26729,0.0580482067481317,0.213693253747052
26730,0.0604539760000234,0.180898589858856
26731,0.0400732504350019,0.288925148752188
26732,0.165245209537682,0.193162846560567
26733,0.812876905741161,0.894574816364686
26734,0.646500760727907,0.527860568544027
26735,0.0893314440431293,0.443824383524317
26736,0.073048400407659,0.161685564454383
26737,0.0486852424103949,0.086123598103068
26738,0.612855030131786,0.773131116873965
26739,0.071040895152373,0.2023529690443
26740,0.20297483320514,0.108392976216717
26741,0.207717891770555,0.88701503019326
26742,0.0743636966841408,0.313682344682952
26743,0.0619982993793826,0.373399667758257
26744,0.0651457099615394,0.687380037752948
26745,0.179544692914229,0.82269675222378
26746,0.283128060982465,0.470011976761822
26747,0.0957426961552496,0.197489703012879
26748,0.17273241241193,0.121385822814736
26749,0.0753148153960567,0.546737071020841
26750,0.530474858086222,0.837014703547844
26751,0.386210600675354,0.581616874104584
26752,0.0487345775287846,0.0878332962154755
26753,0.152748382004152,0.602355030637849
26754,0.143397122454288,0.329332281826862
26755,0.0923979016890179,0.351907749767585
26756,0.0398025779333611,0.0716129098658128
26757,0.448650984691473,0.596993489359848
26758,0.422308011640261,0.782739629034469
26759,0.0519755900016328,0.187776939999364
26760,0.0447569373820143,0.0755006663161574
26761,0.277774967224516,0.762645468645031
26762,0.12501908429743,0.670295682771602
26763,0.734282038529605,0.861318775138542
26764,0.809787364281348,0.88644350492223
26765,0.129848502943302,0.604569029117806
26766,0.162783711917903,0.185291171501756
26767,0.755042630409047,0.684938883868156
26768,0.0708189792398281,0.425304319355772
26769,0.174432342941128,0.279716537035002
26770,0.172239017686003,0.642647018546699
26771,0.0517544646889166,0.202138170588701
26772,0.0566923211443773,0.39113783640034
26773,0.0567298865043975,0.342521259737954
26774,0.0752401259888943,0.269354906329629
26775,0.0785730700787097,0.503811363388032
26776,0.450011526586055,0.616919867848311
26777,0.116235443819122,0.835734363544612
26778,0.166900691561232,0.165426074811897
26779,0.0777215885675495,0.624691701866077
26780,0.260315060799643,0.897295113232191
26781,0.136633095844993,0.429688291003112
26782,0.0569522176389978,0.202691781313355
26783,0.0730959889356269,0.284035990159664
26784,0.272658813408242,0.732813440906067
26785,0.385893572674214,0.735545590037111
26786,0.207029305003814,0.200445651814245
26787,0.0768556572244311,0.532470257864921
26788,0.121956019301916,0.86229839522972
26789,0.0500771102358972,0.257719245124526
26790,0.0663575488748672,0.217115122891918
26791,0.0758813267337147,0.183923706711707
26792,0.202241389595958,0.683778882756249
26793,0.170557676041464,0.883940487785515
26794,0.762250634825011,0.867345054264767
26795,0.0632886908080303,0.857240700823127
26796,0.0467892646160229,0.0738468359503932
26797,0.168312096271257,0.544804552874122
26798,0.313255570967167,0.200898109784727
26799,0.637594636537541,0.67972389763983
26800,0.0827686474678738,0.864652444630334
26801,0.218996157639115,0.3044525710322
26802,0.0786060376203095,0.178680907003888
26803,0.065565204626527,0.201636102627949
