"respondent_id","h1n1_vaccine","seasonal_vaccine"
26707,0.191837832530741,0.419175018702782
26708,0.180473985353239,0.319427352134064
26709,0.243091075056886,0.560141652987605
26710,0.2366704382438,0.576363641268503
26711,0.222643137007528,0.463234539739759
26712,0.250225171504816,0.555528369078814
26713,0.234343358070716,0.501914513173711
26714,0.190659736011619,0.387047762476345
26715,0.175746086571512,0.379922546535777
26716,0.192444494807149,0.563176854790794
26717,0.172144304046463,0.426421814095447
26718,0.206487418010473,0.45043806463942
26719,0.190133648376495,0.554235585849807
26720,0.192213197219985,0.411843468444748
26721,0.241183988518821,0.486272051899612
26722,0.187485298438259,0.381672994531045
26723,0.289048568926175,0.609595107155377
26724,0.192213197219985,0.504862676440542
26725,0.180473985353239,0.351791148689956
26726,0.183604647640102,0.327298642376551
26727,0.205580186703289,0.577955306699012
26728,0.220973908462449,0.459985682892427
26729,0.180613419489792,0.408533051436031
26730,0.180613419489792,0.417043903616301
26731,0.171703830549774,0.363372043022659
26732,0.208564730222632,0.397726077699012
26733,0.333625404024514,0.627144526172187
26734,0.304040031496533,0.522491087687864
26735,0.192444494807149,0.428810956957568
26736,0.192213197219985,0.391721020172917
26737,0.180473985353239,0.366180538884694
26738,0.274573029151675,0.595455782794122
26739,0.192213197219985,0.372237019587336
26740,0.203175691442598,0.371472604335185
26741,0.210205453392397,0.575488835831346
26742,0.192213197219985,0.441496563404525
26743,0.183744081776656,0.426809560663735
26744,0.187716596025422,0.512088293746222
26745,0.219960786537775,0.584117291458019
26746,0.255314804752814,0.493606691844202
26747,0.192213197219985,0.415603030136272
26748,0.220555896638526,0.366270033315998
26749,0.19236363288516,0.468751602507232
26750,0.269997642647997,0.604739376497747
26751,0.234464066735605,0.4841850720531
26752,0.180473985353239,0.348550383601768
26753,0.220987387522333,0.542138415398901
26754,0.188772651946376,0.432891034439627
26755,0.188870472227555,0.452739478383882
26756,0.172004869909909,0.299129073935808
26757,0.264500455722593,0.519042099846269
26758,0.247987480102604,0.567171520853102
26759,0.175885520708066,0.367006665866557
26760,0.172004869909909,0.330393884874619
26761,0.214351147674884,0.544514128972886
26762,0.186132530328359,0.490201060902844
26763,0.328809271386023,0.650013525355222
26764,0.354957538378778,0.63356178134328
26765,0.231439610530669,0.488846621298499
26766,0.203499221419268,0.388859543867976
26767,0.301119538357857,0.546371104472989
26768,0.183894517441831,0.436843061144218
26769,0.203184301472257,0.416346309582157
26770,0.222886877988608,0.500105724546117
26771,0.180473985353239,0.392623481672891
26772,0.180613419489792,0.422521207716427
26773,0.183894517441831,0.436677399095078
26774,0.175305520274772,0.383640075469781
26775,0.192444494807149,0.441406004847989
26776,0.284406736009028,0.537053931234745
26777,0.194256769438838,0.56551605411486
26778,0.218714132115594,0.410834482708234
26779,0.192444494807149,0.483802902717294
26780,0.214683153358772,0.625387428158911
26781,0.2083902009697,0.442975812299076
26782,0.180613419489792,0.439767765049354
26783,0.180613419489792,0.41022804359126
26784,0.205533811599942,0.515500013903011
26785,0.297847877252565,0.577489946616301
26786,0.203499221419268,0.410510660263958
26787,0.192073763083431,0.482457982836326
26788,0.189779125957193,0.538832575963467
26789,0.183894517441831,0.395258638901385
26790,0.180613419489792,0.396128935868273
26791,0.180613419489792,0.357306372082527
26792,0.224442004251797,0.544741355739599
26793,0.196460918488336,0.569364401767928
26794,0.312034425141822,0.615133640193816
26795,0.177094489105094,0.53413079093389
26796,0.180473985353239,0.331785952333349
26797,0.202623554200769,0.485952302106405
26798,0.236726381668841,0.422040474880042
26799,0.267655437613458,0.535310154203778
26800,0.188199474788171,0.602366000219825
26801,0.219283854643361,0.436440236494415
26802,0.192213197219985,0.404253757025237
26803,0.192213197219985,0.387569798061149
26804,0.180473985353239,0.3500815484646
26805,0.180844717076956,0.367224648139686
26806,0.19236363288516,0.560807368819588
26807,0.265636519082421,0.617011184885017
26808,0.227950935198184,0.514194791519511
26809,0.282854202791034,0.471505932260515
26810,0.187485298438259,0.363599765004842
26811,0.192213197219985,0.384353442925292
26812,0.189035518492183,0.524791669092935
26813,0.22925062467629,0.480936285571988
26814,0.175746086571512,0.463024724854881
26815,0.180473985353239,0.350183464961925
26816,0.208920767565319,0.40264633666459
26817,0.192444494807149,0.503248456466024
26818,0.192444494807149,0.403484751309742
26819,0.243318914544685,0.458873675615614
26820,0.192213197219985,0.389511915966641
26821,0.192213197219985,0.459335555453398
26822,0.194499436900734,0.5035986972043
26823,0.226518858219396,0.472893510244567
26824,0.180469226656585,0.484407518701338
26825,0.222669152949227,0.500498649120715
26826,0.187716596025422,0.511210037473267
26827,0.180844717076956,0.380934111585882
26828,0.27172623810895,0.607041602632612
26829,0.286167083672113,0.642427405904727
26830,0.175885520708066,0.486744298936741
26831,0.1911473344509,0.515793918707208
26832,0.210465335127972,0.532522710306829
26833,0.171703830549774,0.429563809214785
26834,0.223453241128281,0.508788584442852
26835,0.230834830333446,0.586858802002376
26836,0.201531727218082,0.508362221935258
26837,0.201962927867928,0.341041485446043
26838,0.192213197219985,0.454758591420411
26839,0.218250554616545,0.444067500683121
26840,0.192213197219985,0.360151320911458
26841,0.229015407379123,0.566793909798136
26842,0.180613419489792,0.360939719377063
26843,0.180473985353239,0.319886798072967
26844,0.18397537936382,0.439300287856189
26845,0.19236363288516,0.515168500467496
26846,0.175976838893248,0.521290875488844
26847,0.232682932305826,0.438906457581829
26848,0.18397537936382,0.52307514101187
26849,0.222072109689478,0.477444288602085
26850,0.285013625892898,0.542240689723567
26851,0.175746086571512,0.32873278755508
26852,0.175746086571512,0.34306001160649
26853,0.265759058811952,0.459750346915847
26854,0.183744081776656,0.35360884860636
26855,0.27227520862427,0.598140648462036
26856,0.218712429904835,0.353257630157094
26857,0.24942759259009,0.420483986421664
26858,0.191891786005631,0.427570061087821
26859,0.192213197219985,0.373098810064401
26860,0.220702228041862,0.347896155394677
26861,0.180473985353239,0.354995986917558
26862,0.192444494807149,0.414793023788984
26863,0.222592227045858,0.464459509341998
26864,0.235762287656265,0.499922624836157
26865,0.172004869909909,0.304149636426775
26866,0.221237675820683,0.522399889097292
26867,0.192073763083431,0.366792676845902
26868,0.293964205408955,0.595436228534934
26869,0.192444494807149,0.41128886517183
26870,0.25362086408671,0.576385033363599
26871,0.188499740503837,0.332766632945323
26872,0.196208544586916,0.430462370367248
26873,0.232199395858863,0.562953448389019
26874,0.192213197219985,0.39305162326443
26875,0.279445735528512,0.626309165781101
26876,0.192213197219985,0.36634784465454
26877,0.188639174640391,0.379145857800365
26878,0.22271325358321,0.430410770908715
26879,0.172294739711638,0.354928491598886
26880,0.188730492825573,0.364845262580118
26881,0.175746086571512,0.346435452311041
26882,0.180473985353239,0.341136478327775
26883,0.180613419489792,0.419046736816571
26884,0.263175379259488,0.528036055970882
26885,0.195021176794937,0.484067950184708
26886,0.188730492825573,0.547168301991503
26887,0.267267119210774,0.5860054161223
26888,0.357126767600539,0.621492763105148
26889,0.225248390401452,0.451439398075728
26890,0.192459258293925,0.466388477620588
26891,0.247775334743534,0.52092094452705
26892,0.201224985889042,0.533936855028417
26893,0.180473985353239,0.35391122869777
26894,0.221010019074498,0.427300691586131
26895,0.17611681829523,0.525221732807197
26896,0.180473985353239,0.337233943555554
26897,0.17611681829523,0.437960752153685
26898,0.192622571800778,0.444561667180771
26899,0.192073763083431,0.350796715549052
26900,0.192213197219985,0.405105165840166
26901,0.171703830549774,0.416224771959508
26902,0.211734578939153,0.585997381041069
26903,0.248002677140825,0.3845818365022
26904,0.187485298438259,0.433814050082432
26905,0.260466737553809,0.5578239407
26906,0.180613419489792,0.434997017012301
26907,0.172000111213256,0.427118127839029
26908,0.188916045547605,0.571413831419405
26909,0.203081759189288,0.405922321220718
26910,0.204158753892825,0.473387455670392
26911,0.192213197219985,0.371222288131836
26912,0.236720429195114,0.622556343014771
26913,0.314400143770518,0.566498142371234
26914,0.192213197219985,0.388863270113121
26915,0.242755387347236,0.529526046718361
26916,0.180613419489792,0.394749152086533
26917,0.17169907185312,0.383747120125683
26918,0.275571519125653,0.577716063366589
26919,0.27158895457667,0.596524679080404
26920,0.187485298438259,0.379860110698328
26921,0.197345565234718,0.52467853928892
26922,0.187635734103434,0.530512989903153
26923,0.187485298438259,0.46032430061178
26924,0.27397439228155,0.574584825232474
