"respondent_id","h1n1_vaccine","seasonal_vaccine"
26707,0.166704499406182,0.341908004225466
26708,0.165846124174639,0.276570888415804
26709,0.325719329861452,0.663286174609617
26710,0.304008599099135,0.692796690987775
26711,0.166746674105987,0.325902291539147
26712,0.176556834438012,0.630586091362437
26713,0.191864684080213,0.457906058734391
26714,0.165846124174639,0.299742618022168
26715,0.165846124174639,0.279513403627239
26716,0.165846124174639,0.673607932161137
26717,0.165846124174639,0.350481676576083
26718,0.169792916128365,0.368273910485253
26719,0.165846124174639,0.715887557042
26720,0.165846124174639,0.335217697588021
26721,0.394694021997814,0.622138238973441
26722,0.165846124174639,0.282839655096015
26723,0.493030805432704,0.738679005268545
26724,0.165846124174639,0.588309620204766
26725,0.165846124174639,0.27869882448004
26726,0.165846124174639,0.277096770241601
26727,0.173667485866104,0.687720665109728
26728,0.165846124174639,0.370931687313469
26729,0.165846124174639,0.279016512676386
26730,0.165846124174639,0.277089601290902
26731,0.165846124174639,0.314102122668951
26732,0.168828108103634,0.321084444831558
26733,0.537382732367421,0.748765520643665
26734,0.436738331158934,0.403609208353822
26735,0.165846124174639,0.377419382603339
26736,0.165846124174639,0.279440194058828
26737,0.165846124174639,0.280567122301347
26738,0.390218328536818,0.68299276334825
26739,0.165846124174639,0.276442677514219
26740,0.166704499406182,0.281221768120196
26741,0.188529343252022,0.736196569387325
26742,0.165846124174639,0.281004897022195
26743,0.165846124174639,0.35339174571363
26744,0.165846124174639,0.549545209988933
26745,0.183182970485816,0.766920336378949
26746,0.216667416729779,0.384975119814866
26747,0.165846124174639,0.288861369925044
26748,0.166875628867512,0.284260547849111
26749,0.165846124174639,0.438416329186103
26750,0.359952459097046,0.704204166431412
26751,0.167426924138525,0.424946117068677
26752,0.165846124174639,0.283705839195063
26753,0.165846124174639,0.560365191438721
26754,0.165846124174639,0.345989439950666
26755,0.165846124174639,0.508351948194627
26756,0.165846124174639,0.277810209371675
26757,0.327870924205575,0.620121636094689
26758,0.236620094941234,0.674032512780809
26759,0.165846124174639,0.277279090341992
26760,0.165846124174639,0.277096770241601
26761,0.225404972324122,0.693618158466929
26762,0.165846124174639,0.546684169171947
26763,0.535211178171861,0.759211886408722
26764,0.550384447429529,0.749763427987993
26765,0.183016200511209,0.580858683212841
26766,0.165846124174639,0.285183155738751
26767,0.49536877266383,0.639355767320763
26768,0.165846124174639,0.398966591888472
26769,0.166575041305671,0.324282339850624
26770,0.171088563214645,0.58178903805498
26771,0.165846124174639,0.311415934900759
26772,0.165846124174639,0.341549080515663
26773,0.165846124174639,0.417715921816952
26774,0.165846124174639,0.341668678502348
26775,0.165846124174639,0.379068762740447
26776,0.338159828325121,0.668141527377111
26777,0.166546961628706,0.67771378945341
26778,0.165846124174639,0.427252702340122
26779,0.165846124174639,0.510130269248745
26780,0.192993672924672,0.764039068916531
26781,0.167392288549309,0.356085063667015
26782,0.165846124174639,0.282465981613516
26783,0.165846124174639,0.286215983414602
26784,0.166548660876926,0.48520958257261
26785,0.297222074402114,0.650277312791389
